Vid,Name,NickName,ProfileUrl,TikTok_Transcription,TikTok_Link,Author Bio,Video Description
7.35863E+18,drmikemah,Dr. Mike Mah | Psychiatrist,https://www.tiktok.com/@Dr. Mike Mah | Psychiatrist,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-drmikemah-20240417010044-7358634590594026795-eng-US,https://www.tiktok.com/@drmikemah/video/7358634590594026795,"👨🏻‍⚕️ Psychiatrist, M.D.
📍 West LA
😄 Mood & Anxiety Disorders
⬇️ Tele-med ⬇️","Two features that can help distinguish a clinical major depression vs someone being burnt out or in a rut. 
1 - clinical depression is usually non-reactive - meaning the mood does not react positively to good news. 
2 - clinical depression is usually independent of context - meaning even if taken on vacation (and away from usual stressors) the depressed mood will follow. #depression #burnout #mentalhealthmatters #depressionhelp "
7.00182E+18,katiemckennatherapist,KatieMcKennaTherapist,https://www.tiktok.com/@KatieMcKennaTherapist,,https://www.tiktok.com/@katiemckennatherapist/video/7001818234164874502,"Therapist 
Katie McKenna MIACP
People-Pleasing,Parentification,The Fawn Response",#parentification #parentifiedchild #trauma #fawnresponse
6.99512E+18,katiemckennatherapist,KatieMcKennaTherapist,https://www.tiktok.com/@KatieMcKennaTherapist,,https://www.tiktok.com/@katiemckennatherapist/video/6995120700868644101,"Therapist 
Katie McKenna MIACP
People-Pleasing,Parentification,The Fawn Response",I’m a psychotherapist & welcome to the 4th Trauma Response. #knowyourworth  #peoplepleasing #peoplepleaserproblems
6.91875E+18,drjoekort,"The Real Joe Kort, PhD","https://www.tiktok.com/@The Real Joe Kort, PhD",,https://www.tiktok.com/@drjoekort/video/6918753672411352325,"Psychotherapist
Detroit, Michigan
TikTok isn’t Therapy
This is my only account!",I’m married to a man with #Asperger #aspergersyndrome #aspergersinlove #relationship
7.14878E+18,drjoekort,"The Real Joe Kort, PhD","https://www.tiktok.com/@The Real Joe Kort, PhD",https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-drjoekort-20220929125300-7148783951694335278-eng-US,https://www.tiktok.com/@drjoekort/video/7148783951694335278,"Psychotherapist
Detroit, Michigan
TikTok isn’t Therapy
This is my only account!",#HausLabsFoundation #browsinghistory #internet #adulttok #intimacy #intimacycoachtiktok #therapistsontiktok 
7.35369E+18,anxietyjosh,anxietyjosh,https://www.tiktok.com/@anxietyjosh,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-anxietyjos-20240403173151-7353694846219046162-eng-US,https://www.tiktok.com/@anxietyjosh/video/7353694846219046162,"Anxiety Therapist & Author
👇🏻 Cool Stuff Below 👇🏻","A lot of people experience anxiety, but it may spill over into the excessive territory if it becomes chronic and persistent. 

This certainly happened to me.

#anxietyawareness #anxietyhelp #anxietyrelief #anxietysupport"
7.48207E+18,anxietyjosh,anxietyjosh,https://www.tiktok.com/@anxietyjosh,,https://www.tiktok.com/@anxietyjosh/video/7482072784093400375,"Anxiety Therapist & Author
👇🏻 Cool Stuff Below 👇🏻","My new book is out now – honest, funny, and full of real therapy room insight.
Perfect for anyone who’s ever struggled with anxiety, panic, a sense of constant nervousness, or felt alone in it all.
It’s £8.99 on Amazon right now for a limited time. Tap the link to get your copy."
7.47766E+18,garybrecka.shorts,Gary Brecka Shorts,https://www.tiktok.com/@Gary Brecka Shorts,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-garybrecka-20250303191129-7477662813742173486-eng-US,https://www.tiktok.com/@garybrecka.shorts/video/7477662813742173486,Follow for daily Gary Brecka clips,"Gary Brecka discusses the truth about modern medicine

#garybrecka #mentalhealth #depression #mindset #health #fitness #anxiety "
7.4733E+18,garybrecka.shorts,Gary Brecka Shorts,https://www.tiktok.com/@Gary Brecka Shorts,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-garybrecka-20250220010136-7473300097627950382-eng-US,https://www.tiktok.com/@garybrecka.shorts/video/7473300097627950382,Follow for daily Gary Brecka clips,"Gary Brecka discusses the truth about big pharma 

#garybrecka #mentalhealth #depression #mindset #health #fitness #anxiety "
7.23522E+18,drhughwegwerth,Dr Hugh Wegwerth D.C.,https://www.tiktok.com/@Dr Hugh Wegwerth D.C.,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-drhughwegw-20230520111026-7235220011026091307-eng-US,https://www.tiktok.com/@drhughwegwerth/video/7235220011026091307,Functional Holistic Medicine~ I help chronic sick people get well~,"Unmasking the Mysterious World of MRI Scans 🧠🔬

@drhughwegwerth

@drhughwegwerth

@drhughwegwerth

Imagine having your brain scanned and receiving a clean bill of health, despite the eerie sensation of peculiar neurological symptoms no physician can decipher. Does this sound familiar? Let's delve into this enigma. 👀

Allow me to introduce you to the labyrinth of your cranial capacity. Pictured here is an MRI scan, the brain's tell-all confidant. Do you see those green arrows pointing to speckles? They indicate the presence of 'white matter lesions', an unnerving yet cryptic term you may have come across.

But what lies beneath this obscure title? Simply put, white matter lesions are your brain cells that have ceased to exist. 💀

A quick Google search might tell you that these lesions often go unnoticed, becoming almost a normal part of aging. But let me tell you, age is just a number, especially when it comes to your brain health. Having white matter lesions on your MRI scan is anything but normal, regardless of how many candles you blew out on your last birthday cake.🎂

These lesions equate to expired nerve tissue, painting a daunting picture of your brain’s health. The highlighted part below reiterates how these lesions can obstruct vital brain pathways, potentially causing memory issues, balance disorders, and difficulty walking. 🚶‍♀️🧩

A diagnosis of white matter lesions being a normal finding on an MRI scan can be misleading. This is a symptom of an inflamed brain, silently screaming for attention as its tissues give way. 🧠🔥

Feeling a tingle in your brain while reading this? If your neurological symptoms have been persistently nagging you, don't hesitate to reach out. It's time to heed the unvoiced pleas of your brain. 📣

If you found this post illuminating, show some love! Engage with a like, share your thoughts in the comments, and share this critical information with your loved ones. 🔄💬💖

#MRI #BrainHealth #WhiteMatterLesions #NeurologicalMysteries #UnmaskingHealthMysteries"
7.236E+18,drhughwegwerth,Dr Hugh Wegwerth D.C.,https://www.tiktok.com/@Dr Hugh Wegwerth D.C.,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-drhughwegw-20230522132021-7235995939066875179-eng-US,https://www.tiktok.com/@drhughwegwerth/video/7235995939066875179,Functional Holistic Medicine~ I help chronic sick people get well~,"✨ 𝐄𝐯𝐞𝐫 𝐰𝐨𝐧𝐝𝐞𝐫𝐞𝐝 𝐚𝐛𝐨𝐮𝐭 𝐭𝐡𝐞 𝐡𝐲𝐩𝐞 𝐚𝐫𝐨𝐮𝐧𝐝 𝐜𝐨𝐜𝐨𝐧𝐮𝐭 𝐨𝐢𝐥? 𝐏𝐚𝐲 𝐜𝐥𝐨𝐬𝐞 𝐚𝐭𝐭𝐞𝐧𝐭𝐢𝐨𝐧 𝐡𝐞𝐫𝐞! 🔍
 
https://www.drhughwegwerth.com/
 
@drhughwegwerth
@drhughwegwerth
@drhughwegwerth
 
When it comes to wellness, there's a hero ingredient that outshines coconut oil:
 
Caprylic Acid. Sure, you've heard people rave about coconut oil and its purported benefits. Here's the real deal though:
 
Caprylic Acid and coconut oil are NOT the same thing. Here's why:
 
1️⃣ One tablespoon of Caprylic Acid equals a whopping 14 tablespoons of coconut oil. That's right! To gain the equivalent benefits of Caprylic Acid, you'd need to consume 14 times the amount of coconut oil. Why? Only 7% of coconut oil is Caprylic Acid.
 
2️⃣ Now, here's the exciting part. We've got Bulletproof Brain Octane, an excellent source of pure C8 Caprylic Acid. Say goodbye to coconut oil overload!
 
Let's delve into the compelling benefits of Caprylic Acid:
 
🦠 Antimicrobial: Bids farewell to Candida, viruses, and bugs.
🌿 Anti-inflammatory: Helps calm the body's response to irritation.
 
🧠 Brain-Health Booster: Aids in staving off brain degeneration.
 
💥 Mitochondrial Fuel: Caprylic Acid is an excellent fuel source for your cells' powerhouses.
 
My clients usually take one to three tablespoons of Caprylic Acid daily. Imagine, that's equal to 45 tablespoons of coconut oil a day!
 
This is why I champion Caprylic Acid. If you found this eye-opening, do like, comment, and share with someone you care about. Let's spread wellness wisdom together!
 
#CaprylicAcid #WellnessWisdom #HealthyLiving #BrainHealth #AntiInflammatory #MicrobialBattle #MitochondrialFuel #NutritionTips #BulletproofBrainOctane 🥥🌿🧠💥
 "
7.28039E+18,gleneagleskl,Gleneagles Hospital KL,https://www.tiktok.com/@Gleneagles Hospital KL,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-gleneagles-20230920135000-7280393849380375826-eng-US,https://www.tiktok.com/@gleneagleskl/video/7280393849380375826,Gleneagles Hospital Kuala Lumpur - On Your Side,"Still tilting your head back during a nosebleed? Discover these pro tips from Dr. Susie on handling nosebleed!

#GleneaglesHospitalKualaLumpur  #GleneaglesKualaLumpur  #FirstAid  #Nosebleed"
7.25049E+18,gleneagleskl,Gleneagles Hospital KL,https://www.tiktok.com/@Gleneagles Hospital KL,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-gleneagles-20230630144219-7250489484796497154-eng-US,https://www.tiktok.com/@gleneagleskl/video/7250489484796497154,Gleneagles Hospital Kuala Lumpur - On Your Side,"You could be a hero with this simple technique. Watch Senior Staff Nurse Sonyjit Singh as he shows the easy steps to perform the Heimlich Maneuver. 🧑🏻‍⚕️
. #GleneaglesKualaLumpur #GleneaglesHospitalKualaLumpur #FirstAid #SaveLives #HeimlichManeuver"
7.07948E+18,your_pocket_therapist,Your Pocket Therapist,https://www.tiktok.com/@Your Pocket Therapist,,https://www.tiktok.com/@your_pocket_therapist/video/7079475308264475909,"New book Your Pocket Therapist
Click below to get your copy 👇",Like for part 2 on how to heal this. #loneliness #therapytiktok #relationshipadvice
7.1109E+18,your_pocket_therapist,Your Pocket Therapist,https://www.tiktok.com/@Your Pocket Therapist,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-your_pocke-20220619103342-7110897383344573702-eng-US,https://www.tiktok.com/@your_pocket_therapist/video/7110897383344573702,"New book Your Pocket Therapist
Click below to get your copy 👇",How to stop obsessing over someone #relationshipadvice #obsession #therapytiktok
7.49576E+18,cnn,CNN,https://www.tiktok.com/@CNN,https://api.apify.com/v2/key-value-stores/ATwA8qcMiHbKi6foH/records/subtitle-cnn-20250421132812-7495757465523391787-eng-US,https://www.tiktok.com/@cnn/video/7495757465523391787,This is CNN...,"Pope Francis gave the traditional Easter blessing on Sunday, appearing from the balcony of St. Peter’s Basilica in front of delighted crowds in what would be his last appearance. CNN Vatican correspondent Christopher Lamb reports.
#cnn #news #popefrancis #vatican #easter #stpetersbasilica"
7.49574E+18,cnn,CNN,https://www.tiktok.com/@CNN,,https://www.tiktok.com/@cnn/video/7495739964718599470,This is CNN...,The bells of St. Peter's Square tolled in the Vatican to mark the passing of Pope Francis on April 21. #CNN #news
