Vid,Cid,RepliesToId,Comments,uniqueId,videoWebUrl
1,7.24297E+18,,Saya🥹 saya baru tahu skrggg dann keluarga saya tak tahu.,rfqh_.bnnyrose,https://www.tiktok.com/@noori_ahlifarmasi/video/7228950886893096197
1,7.24081E+18,,Semua betul 😔,xenaa_4u,https://www.tiktok.com/@noori_ahlifarmasi/video/7228950886893096197
1,7.24223E+18,,sye alami semua nie..tiada siapa yg phm bila kite kena mcm nie,keretabiru2,https://www.tiktok.com/@noori_ahlifarmasi/video/7228950886893096197
1,7.22897E+18,,anxaety tu ape buk dokter,atharmuhammad14,https://www.tiktok.com/@noori_ahlifarmasi/video/7228950886893096197
1,7.24296E+18,,kalau ada x setiap masa?,orkedzarra85,https://www.tiktok.com/@noori_ahlifarmasi/video/7228950886893096197
1,7.24531E+18,,macam ada je aku,zfarzhar,https://www.tiktok.com/@noori_ahlifarmasi/video/7228950886893096197
1,7.23991E+18,,kalau saya jari or tangan mengigil tiba ii tapi klau tengah nervous or takut lagi teruk,qaiii110,https://www.tiktok.com/@noori_ahlifarmasi/video/7228950886893096197
1,7.24515E+18,,ada ubat tak doktor.,lilyselamatnurdin73,https://www.tiktok.com/@noori_ahlifarmasi/video/7228950886893096197
1,7.25771E+18,,semua ada,portshop30,https://www.tiktok.com/@noori_ahlifarmasi/video/7228950886893096197
1,7.22897E+18,,smua ada,senamukbosou,https://www.tiktok.com/@noori_ahlifarmasi/video/7228950886893096197
1,7.2507E+18,,Oo yang ke sembilan tengok kt komen tp cmna tu tengok kt komen?😏,wrnn1245,https://www.tiktok.com/@noori_ahlifarmasi/video/7228950886893096197
1,7.23677E+18,,Saya ada semua ciri tapi saya tak tahu saya ada anxiety ke tak,ratunlcar3o,https://www.tiktok.com/@noori_ahlifarmasi/video/7228950886893096197
1,7.24492E+18,,semua ade AHAHAHHAHA,_.nunaaae,https://www.tiktok.com/@noori_ahlifarmasi/video/7228950886893096197
1,7.23538E+18,,"1,2,3,4,5,8,9 and now tngah kejang kaki tak boleh tido..gelisah😭😭",faziraefandi,https://www.tiktok.com/@noori_ahlifarmasi/video/7228950886893096197
1,7.23901E+18,,aku semua Ada[cry],butterrblxx_,https://www.tiktok.com/@noori_ahlifarmasi/video/7228950886893096197
1,7.23712E+18,,Saya tak suka bagi tau sakit saya. Saya selalu simpan sakit saya dekat orang,m4rissajer,https://www.tiktok.com/@noori_ahlifarmasi/video/7228950886893096197
1,7.23703E+18,,yg tkde tu Selamat😘😘😘,_nyysaa.zz,https://www.tiktok.com/@noori_ahlifarmasi/video/7228950886893096197
1,7.2363E+18,,panic attack& anxiety Attack dua² Aku ade ;),luvimai,https://www.tiktok.com/@noori_ahlifarmasi/video/7228950886893096197
2,7.49266E+18,,I struggle with health anxiety almost every day something is wrong with me,volunteer_frenchies,https://www.tiktok.com/@healinghumanity777/video/7239806193215032619
2,7.24199E+18,,"Embarrassingly, I went to the ER multiple times for anxiety 😥",ag1283,https://www.tiktok.com/@healinghumanity777/video/7239806193215032619
2,7.23987E+18,,So very true. Is anxiety hereditary? Seems like my entire family suffers from it on my moms side.,lisaadam555,https://www.tiktok.com/@healinghumanity777/video/7239806193215032619
2,7.24249E+18,,Dizzy out of nowhere even when not feeling anxious,mlajpalo,https://www.tiktok.com/@healinghumanity777/video/7239806193215032619
2,7.23981E+18,,Can you do a video on quick ways to regulate your system when having an anxiety attack?,kristin4christ,https://www.tiktok.com/@healinghumanity777/video/7239806193215032619
2,7.24295E+18,,I get derealization all the time it’s truly a scary feeling,corriningram,https://www.tiktok.com/@healinghumanity777/video/7239806193215032619
2,7.45553E+18,,I got anxiety last year and now I’m dealing with it again even stronger than last time😭,chris.fraire,https://www.tiktok.com/@healinghumanity777/video/7239806193215032619
2,7.47068E+18,,😭 I’m so happy I seen this vid I thought I was the only one having those symptoms I had anxiety so bad this morning cause I hung out with some old friends and I couldn’t calm myself down,hearts4you33.3,https://www.tiktok.com/@healinghumanity777/video/7239806193215032619
2,7.26756E+18,,is it normal to have these 24h/24 😭 im exhausted,moonisam,https://www.tiktok.com/@healinghumanity777/video/7239806193215032619
2,7.24387E+18,,I have anxiety went to the hospital because I felt off and was told it was my anxiety. Found dr to listen and I have 2 autoimmune diseases,shellshack990,https://www.tiktok.com/@healinghumanity777/video/7239806193215032619
2,7.23988E+18,,What about vomiting?,erikapixie74,https://www.tiktok.com/@healinghumanity777/video/7239806193215032619
2,7.46874E+18,,I get anxiety when I drink 🤦‍♂️,rdem55,https://www.tiktok.com/@healinghumanity777/video/7239806193215032619
2,7.26703E+18,,Dry mouth anyone?,jaydonpearson2,https://www.tiktok.com/@healinghumanity777/video/7239806193215032619
2,7.24138E+18,,What’s the cure or remedies to cure anxiety.,muzz_dean,https://www.tiktok.com/@healinghumanity777/video/7239806193215032619
2,7.24135E+18,,feel like not necessarily like I don’t know they are obviously but just like a disconnection or unfamiliar feeling that makes u feel unsettled,madselizabetthh,https://www.tiktok.com/@healinghumanity777/video/7239806193215032619
2,7.24099E+18,,my palpitations shortness of breath turned out I have a bicuspid valve an enlarged heart when I thought it was anxiety 😳 😪,magicsoul333,https://www.tiktok.com/@healinghumanity777/video/7239806193215032619
2,7.23993E+18,,Imagine if everyone had all your knowledge/information/experiences as a therapist,orlanhoee,https://www.tiktok.com/@healinghumanity777/video/7239806193215032619
2,7.24003E+18,,"gosh it's funny to realize I experienced almost everything on this list, ON A DAILY BASIS 😂",ky3u3q,https://www.tiktok.com/@healinghumanity777/video/7239806193215032619
2,7.24007E+18,,I was suffering from anxiety and tiktok told me to take organic magnesium supplements. It worked !,gisele.believe.me,https://www.tiktok.com/@healinghumanity777/video/7239806193215032619
2,7.24291E+18,,But I refuse to be medicated and I can’t find a solution 😭 I only refuse meds bc of my heart issues,koridt,https://www.tiktok.com/@healinghumanity777/video/7239806193215032619
2,7.23981E+18,,what about head pressure. anxiety?,lynnhuggs77,https://www.tiktok.com/@healinghumanity777/video/7239806193215032619
2,7.23982E+18,7.24E+18,also from muscle bracing — common to have pain behind eyes & migraines,healinghumanity777,https://www.tiktok.com/@healinghumanity777/video/7239806193215032619
2,7.23982E+18,,I experienced that globus along with asthma like symtoms this past winter when my then boyfriend decided to live separately.,don_londres,https://www.tiktok.com/@healinghumanity777/video/7239806193215032619
2,7.24402E+18,,Is it only me but I feel like when I walk something is pushing me down,iamdumb.com0,https://www.tiktok.com/@healinghumanity777/video/7239806193215032619
2,7.24672E+18,,Feel like I’m having a heart attack everyday of my life. I hate anxiety.,tkay7932,https://www.tiktok.com/@healinghumanity777/video/7239806193215032619
2,7.24295E+18,,You nailed it! My legs tingled so much I was convinced I had MS! Dr finally ordered an MRI to put my mind at rest. Said he’s never seen anx do that b4,kimmmiec,https://www.tiktok.com/@healinghumanity777/video/7239806193215032619
2,7.2399E+18,,Depersonalization was the symptom that finally made me seek treatment,jennmoore0,https://www.tiktok.com/@healinghumanity777/video/7239806193215032619
2,7.26158E+18,,"i went to the doctor for lung problems and heart pain, turns out it was all my anxiety tension 😕",muxeiy,https://www.tiktok.com/@healinghumanity777/video/7239806193215032619
2,7.24286E+18,,Had/have all of this for a year…it was debilitating. I finally got on anxiety meds and it was the best thing I did! I’m,ashleighclark01,https://www.tiktok.com/@healinghumanity777/video/7239806193215032619
2,7.23997E+18,,How do you regulate your central nervous system,paco1057,https://www.tiktok.com/@healinghumanity777/video/7239806193215032619
2,7.241E+18,,"Dwelling in the past, feeling haunted by past mistakes and the fear of self image, is it depression or OCD or anxiety?",qtr_832,https://www.tiktok.com/@healinghumanity777/video/7239806193215032619
2,7.24078E+18,,What about the pressure in the stomach?,majahozjan2,https://www.tiktok.com/@healinghumanity777/video/7239806193215032619
2,7.24296E+18,,Should I be worried ???,joslayyyyy,https://www.tiktok.com/@healinghumanity777/video/7239806193215032619
2,7.24129E+18,,Can anxiety cause clogged ears too? Fullness and oressure,followerofjesus78,https://www.tiktok.com/@healinghumanity777/video/7239806193215032619
2,7.26512E+18,,Does anyone else feel like passing out? Especially while driving,theamyalvarado,https://www.tiktok.com/@healinghumanity777/video/7239806193215032619
2,7.24125E+18,,What can be done to help these symptoms?,deb23299,https://www.tiktok.com/@healinghumanity777/video/7239806193215032619
2,7.28694E+18,,Detached and disconnected 😵‍💫 life doesn’t even feel real anymore.. I’m hyper focused on it.,parisworrell,https://www.tiktok.com/@healinghumanity777/video/7239806193215032619
2,7.24248E+18,,I’m 23 and I suffer from health anxiety everything I feel in my body I always thing I’m dying or the worst,david.6235,https://www.tiktok.com/@healinghumanity777/video/7239806193215032619
2,7.23984E+18,,"When I was younger 40 years ago, I was tested with a barium swallow test, because of the perpetual feeling of a marble in my throat .",bilboroot,https://www.tiktok.com/@healinghumanity777/video/7239806193215032619
2,7.24006E+18,,This was me for a lot of years combined with chronic severe sinusitis and severe eczema flare ups.,lunar_lily420,https://www.tiktok.com/@healinghumanity777/video/7239806193215032619
2,7.26707E+18,,Not me feeling all of these at once omg,casseytalksalot,https://www.tiktok.com/@healinghumanity777/video/7239806193215032619
2,7.33311E+18,,I been feeling shakiness and dizziness for days now and I even feel like I have something on my throat 😭 its sad to feel like that,mrsbenitez82,https://www.tiktok.com/@healinghumanity777/video/7239806193215032619
3,7.22534E+18,,Mine has gotten so bad I can’t tell what are real issues and what is my health anxiety anymore. It’s completely taken over my life,daleysouth,https://www.tiktok.com/@alexhowardtherapy/video/7225319946706832667
3,7.22684E+18,,"I recognize the pattern but then I'm always like :""yes but what if this time it's something too bad?"" and I am again in extreme anxiety",justchecking0123,https://www.tiktok.com/@alexhowardtherapy/video/7225319946706832667
3,7.22572E+18,,"A huge trigger for me was covid three years ago, the constant fear of the pandemic and getting really I’ll from it completely changed me.",kolitysa,https://www.tiktok.com/@alexhowardtherapy/video/7225319946706832667
3,7.30681E+18,,a few people around me have cancer and has brought mine out really bad I'm struggling,kayleigh12460,https://www.tiktok.com/@alexhowardtherapy/video/7225319946706832667
3,7.48746E+18,,“Which may not be the issue” BUT WHAT IF IT IS THIS TIME,boggmonsterr,https://www.tiktok.com/@alexhowardtherapy/video/7225319946706832667
3,7.22532E+18,,"I came to the conclusion if it’s my time to go,so be it",tanyaann02,https://www.tiktok.com/@alexhowardtherapy/video/7225319946706832667
3,7.32258E+18,,Mine got bad after my second so . It’s all the time he is now 8. I’m like surely health anxiety wouldn’t last this long somthing must be wrong,bettyboops042,https://www.tiktok.com/@alexhowardtherapy/video/7225319946706832667
3,7.22536E+18,,Easier said then done,anna_m206,https://www.tiktok.com/@alexhowardtherapy/video/7225319946706832667
3,7.22612E+18,,Going through this now. I was just told my heart is healthy and I can’t seem to accept it and causing me more symptoms and money,user3286269890844,https://www.tiktok.com/@alexhowardtherapy/video/7225319946706832667
3,7.27064E+18,,the doom scrolling gets me 🥺,jodie.wood,https://www.tiktok.com/@alexhowardtherapy/video/7225319946706832667
3,7.23451E+18,,Got burning stomach since 5 years. Done like 10 exams but they never found something i cant stop feeling pain in my belly anyone in the same case ?,_k3n71_,https://www.tiktok.com/@alexhowardtherapy/video/7225319946706832667
3,7.22539E+18,,How do u know if the symptoms are worthy of paying attention or not?,badhairdontcare,https://www.tiktok.com/@alexhowardtherapy/video/7225319946706832667
3,7.38961E+18,,My health anxiety is so bad since I recently lost my husband unexpectedly. I am so scared alone and never feel safe. I’m so scared I’m dying. Help.,classiccocktails,https://www.tiktok.com/@alexhowardtherapy/video/7225319946706832667
3,7.22671E+18,,only had this since loosing my mum I'm 56 yet feel so alone and scared,pinkypsychicmedium,https://www.tiktok.com/@alexhowardtherapy/video/7225319946706832667
3,7.22538E+18,,I thought they call it illness anxiety disorder,blueageswag,https://www.tiktok.com/@alexhowardtherapy/video/7225319946706832667
3,7.27187E+18,,I have a fear of getting tuberculosis to the point where whenever someone gets close to me I always think that I'll get it 😟,koiseuuuu,https://www.tiktok.com/@alexhowardtherapy/video/7225319946706832667
3,7.22566E+18,,The actual daily pain creates my anxiety. Always searching for suggestions and possible root causes.,user731674562,https://www.tiktok.com/@alexhowardtherapy/video/7225319946706832667
3,7.23814E+18,,"you said you can't think your way out of HA but actually telling yourself you're safe, that you don't need to be in control of everything 100% of the",wrathbringer2202,https://www.tiktok.com/@alexhowardtherapy/video/7225319946706832667
3,7.41417E+18,,I have a fear of doctor but also have health anxiety. So I constantly worry I have a disease or like an std or something but I never go to the doctors because I’m scared of the results.,melon.stick,https://www.tiktok.com/@alexhowardtherapy/video/7225319946706832667
3,7.24431E+18,,Mines got so bad recently that I’m scared to eat incase i have a heart attack,thecommander60,https://www.tiktok.com/@alexhowardtherapy/video/7225319946706832667
3,7.44593E+18,,"I had great systems in place to deal with my anxiety. Throwing myself into work, by installing a task To Do List each morning and focused on one task at a time. By exercising. I found by pushing myself to deal with problems immediately instead of building up the anxiety. Then I got Long Covid and I could no longer partake any of great systems. So I joined TicTok. 😅",msronie60,https://www.tiktok.com/@alexhowardtherapy/video/7225319946706832667
3,7.22563E+18,,My got even worse since my mom died.,cindytootill,https://www.tiktok.com/@alexhowardtherapy/video/7225319946706832667
3,7.23434E+18,,But how can we tell when it’s a real problem or in our head? You shouldn’t ignore real health issues,ejohan76,https://www.tiktok.com/@alexhowardtherapy/video/7225319946706832667
3,7.2264E+18,,"anxiety reminds me of that you're overwhelmed, over stress, so anxious and have negative thoughts but yet you don't accomplish anything. You got this!",valmartin253,https://www.tiktok.com/@alexhowardtherapy/video/7225319946706832667
3,7.2331E+18,,Bro saying “may not” be the real issue. Is enough to make spiral,off.air.wav,https://www.tiktok.com/@alexhowardtherapy/video/7225319946706832667
3,7.23011E+18,,identify the triggers. thanks 👍,wuontruman1,https://www.tiktok.com/@alexhowardtherapy/video/7225319946706832667
3,7.22628E+18,,my HA is completely cyclic so people say oh any new symptoms goto Dr but when I go its anxiety then next day different symptoms repeat,tybubjvjcjxdjcjcyctcrcrv,https://www.tiktok.com/@alexhowardtherapy/video/7225319946706832667
3,7.22742E+18,,Help me! I don't know what to do with my anxiety. It kills me slowly. 🥺,tigercubofthenorth,https://www.tiktok.com/@alexhowardtherapy/video/7225319946706832667
3,7.22603E+18,,I love it! Thank yiu,lorenamendezrealestate,https://www.tiktok.com/@alexhowardtherapy/video/7225319946706832667
3,7.23126E+18,,"😳please update more, I need help.",robbiejdalzell,https://www.tiktok.com/@alexhowardtherapy/video/7225319946706832667
3,7.3447E+18,,So helpful thank you,0xoshellox0,https://www.tiktok.com/@alexhowardtherapy/video/7225319946706832667
3,7.27012E+18,,thanks such a good advice,user4959117133942,https://www.tiktok.com/@alexhowardtherapy/video/7225319946706832667
3,7.22631E+18,,thanks,michaelraj5096,https://www.tiktok.com/@alexhowardtherapy/video/7225319946706832667
3,7.22573E+18,,Thank u. So happy I found this today. 🥰,cheekypaws,https://www.tiktok.com/@alexhowardtherapy/video/7225319946706832667
3,7.22802E+18,,I have reached a point of no return,diane6261,https://www.tiktok.com/@alexhowardtherapy/video/7225319946706832667
2,7.26686E+18,,I also experience bad shakes too,aliyah_haris,https://www.tiktok.com/@healinghumanity777/video/7239806193215032619
2,7.24129E+18,,I tried talking to my doctor and without even listening to me or asking me question she just wanna stick me on a pill . How else can I get some help .,riss82__,https://www.tiktok.com/@healinghumanity777/video/7239806193215032619
3,7.22744E+18,,i really need this now,maryannvinas,https://www.tiktok.com/@alexhowardtherapy/video/7225319946706832667
4,7.46103E+18,,10/10 finally I achieved a highscore,peterpanski98,https://www.tiktok.com/@anxietyjosh/video/7460206689355074822
4,7.46274E+18,,I thought Mr Google was my best friend but he's destroying me.,andy.j30,https://www.tiktok.com/@anxietyjosh/video/7460206689355074822
4,7.46026E+18,,Health anxiety and the fear of cancer it's killing me,juliecattermole,https://www.tiktok.com/@anxietyjosh/video/7460206689355074822
4,7.46054E+18,,It’s ruining my life,elle_lb1776,https://www.tiktok.com/@anxietyjosh/video/7460206689355074822
4,7.46141E+18,,"I think I’ve been misdiagnosed as I don’t feel doom, fear etc. I think I have a medical condition like hypoglycaemia or POTS but I’m struggling to be taken seriously by my GP due to the anxiety diagno",ainslie444,https://www.tiktok.com/@anxietyjosh/video/7460206689355074822
4,7.46028E+18,,26 years I've struggled with this menapause has made it 100 times worse,dianestevenson18,https://www.tiktok.com/@anxietyjosh/video/7460206689355074822
4,7.46143E+18,,My god. I have ALL of these symptoms 😞,stellastellaf,https://www.tiktok.com/@anxietyjosh/video/7460206689355074822
4,7.46066E+18,,when u just can't take a deep breath 😳,n4znaz1,https://www.tiktok.com/@anxietyjosh/video/7460206689355074822
4,7.46068E+18,,"every single one, had tablets before from the docs but it made it worse so put me off asking for something else",donnadolittle0,https://www.tiktok.com/@anxietyjosh/video/7460206689355074822
4,7.46119E+18,,I have every one of them,mariadoherty2,https://www.tiktok.com/@anxietyjosh/video/7460206689355074822
4,7.46031E+18,,I can relate to this as I have chronic anxiety I hate it so much 😤😤,steph_31x,https://www.tiktok.com/@anxietyjosh/video/7460206689355074822
4,7.46132E+18,,am afraid of heart disease,felicityaddai6,https://www.tiktok.com/@anxietyjosh/video/7460206689355074822
4,7.46212E+18,,"Oh god im TERRIFIED of what if I will develope scizophrenia and constantly monitoring ms, ""discovering"" new symptoms, help it feels so real whyyy😭😭😭",vrgblnt,https://www.tiktok.com/@anxietyjosh/video/7460206689355074822
4,7.46035E+18,,I been suffering 18m with it .good days and bad days more bad than good .,888tomtom,https://www.tiktok.com/@anxietyjosh/video/7460206689355074822
4,7.46056E+18,,"I see death, it's there everyday, even listening to you describe all this made me cry 😢",yyddcc,https://www.tiktok.com/@anxietyjosh/video/7460206689355074822
4,7.46088E+18,,"I have all 10 of these. Diagnosed with CPTSD, anxiety disorder, panic disorder and agoraphobia x",staciekay.xx,https://www.tiktok.com/@anxietyjosh/video/7460206689355074822
4,7.46028E+18,,Can this be because of a worry for someone else’s health ?,maureendempsey54,https://www.tiktok.com/@anxietyjosh/video/7460206689355074822
4,7.46566E+18,,I suffer from anxiety every time I do a weekly shop…,millie2687,https://www.tiktok.com/@anxietyjosh/video/7460206689355074822
4,7.46091E+18,,"It has taken away the real me, am just a functioning empty shell now.",user5336658636176,https://www.tiktok.com/@anxietyjosh/video/7460206689355074822
4,7.46063E+18,,been struggling years and getting worse,loubear692,https://www.tiktok.com/@anxietyjosh/video/7460206689355074822
4,7.4636E+18,,Me for 20 years 😩 does anyone’s calves hurt like it’s hard to walk?? That’s a new one out of like 1000 of them!!!,nicolehennessy219,https://www.tiktok.com/@anxietyjosh/video/7460206689355074822
4,7.48067E+18,,This is me 100%,oliviadawn_xo,https://www.tiktok.com/@anxietyjosh/video/7460206689355074822
4,7.46051E+18,,yes thats me,princessgurl79,https://www.tiktok.com/@anxietyjosh/video/7460206689355074822
4,7.47245E+18,,With this anxiety I smell smoke and nasty smells,msmarvel2011,https://www.tiktok.com/@anxietyjosh/video/7460206689355074822
4,7.46427E+18,,Never suffered from anxiety till the menapause !!,islamackereth,https://www.tiktok.com/@anxietyjosh/video/7460206689355074822
4,7.46318E+18,,me 😭 help me God,mafifi472,https://www.tiktok.com/@anxietyjosh/video/7460206689355074822
4,7.4654E+18,,10/10 (im diagnosed),zimnyy._,https://www.tiktok.com/@anxietyjosh/video/7460206689355074822
4,7.46088E+18,,I'm always worried,tracey9785,https://www.tiktok.com/@anxietyjosh/video/7460206689355074822
4,7.46078E+18,,Literally me with Depersonalization for the past 6 years😂,hennessvv,https://www.tiktok.com/@anxietyjosh/video/7460206689355074822
4,7.46423E+18,,Wow! I have all 10 🫣,rossii_xoxo,https://www.tiktok.com/@anxietyjosh/video/7460206689355074822
4,7.46186E+18,,I used to battle with severe anxiety and panic disorder and there was a day i went to the Dr for a check up and he said I was fine that was it never have had one since (5 years now) i also was so*,itsbrettbroski,https://www.tiktok.com/@anxietyjosh/video/7460206689355074822
4,7.46177E+18,,I need help,judithrobinson0,https://www.tiktok.com/@anxietyjosh/video/7460206689355074822
4,7.46463E+18,,Anxiety is hell. Flouxatine helped me so much 🙏🙏🙏,bongekabongeka5,https://www.tiktok.com/@anxietyjosh/video/7460206689355074822
4,7.46078E+18,,"I’ve had this since I was 11, I’m 39 now and still the same. It’s terrible 😞",miss.pisces27,https://www.tiktok.com/@anxietyjosh/video/7460206689355074822
4,7.46313E+18,,"It's wiping my life away, had to give my job up in November due to diagnosis of fibromyalgia and with health anxiety I permanently think new symptoms is more serious illnesses 😔",emsoktoday,https://www.tiktok.com/@anxietyjosh/video/7460206689355074822
4,7.46274E+18,,is intrusive thoughts not OCD,andy.j30,https://www.tiktok.com/@anxietyjosh/video/7460206689355074822
4,7.46604E+18,,i have them all and it's really hard dealing with it it feels like the end of the world for me,sillversays,https://www.tiktok.com/@anxietyjosh/video/7460206689355074822
4,7.46175E+18,,Obsessed with my teeth and always feel pain! Very scared I will loose my teeth because most dentists hve harmed me,janus88899,https://www.tiktok.com/@anxietyjosh/video/7460206689355074822
4,7.46535E+18,,Past trauma as a child has completely taken over my life. Kept in a box for over 20 years and now I can’t get the old back on.,mystorymyvoice1,https://www.tiktok.com/@anxietyjosh/video/7460206689355074822
4,7.46399E+18,,That’s me and it’s a nightmare,natalie.lopesss,https://www.tiktok.com/@anxietyjosh/video/7460206689355074822
